"","from_account","to_account","from_party","to_party"
"4796","frankeedgar","schneidercar","SPD","SPD"
"4797","frankeedgar","edrossmann","SPD","SPD"
"4798","frankeedgar","kahrs","SPD","SPD"
"4799","frankeedgar","soerenbartol","SPD","SPD"
"4800","ernst_klaus","thlutze","DIE LINKE","DIE LINKE"
"4801","ernst_klaus","lgbeutin","DIE LINKE","DIE LINKE"
"4802","ernst_klaus","tpflueger","DIE LINKE","DIE LINKE"
"4803","ernst_klaus","hubertus_heil","DIE LINKE","SPD"
"4804","ernst_klaus","pascalmeiser","DIE LINKE","DIE LINKE"
"4805","ernst_klaus","jankortemdb","DIE LINKE","DIE LINKE"
"4806","ernst_klaus","kahrs","DIE LINKE","SPD"
"4807","ernst_klaus","schneidercar","DIE LINKE","SPD"
"4808","ernst_klaus","katdro","DIE LINKE","DIE GRÜNEN"
"4809","ernst_klaus","peteraltmaier","DIE LINKE","CDU"
"4810","ernst_klaus","berlinliebich","DIE LINKE","DIE LINKE"
"4811","ernst_klaus","ch_buchholz","DIE LINKE","DIE LINKE"
"4812","ernst_klaus","sigmargabriel","DIE LINKE","SPD"
"4813","ernst_klaus","b_riexinger","DIE LINKE","DIE LINKE"
"4814","ernst_klaus","katjakipping","DIE LINKE","DIE LINKE"
"4815","ernst_klaus","c_lindner","DIE LINKE","FDP"
"4816","eskensaskia","mischrodi","SPD","SPD"
"4817","eskensaskia","oezoguz","SPD","SPD"
"4818","eskensaskia","annachristmann","SPD","DIE GRÜNEN"
"4819","eskensaskia","matschie","SPD","SPD"
"4820","eskensaskia","danielakolbe","SPD","SPD"
"4821","eskensaskia","arnoklare","SPD","SPD"
"4822","eskensaskia","anked","SPD","DIE LINKE"
"4823","eskensaskia","josip_juratovic","SPD","SPD"
"4824","eskensaskia","katarinabarley","SPD","SPD"
"4825","eskensaskia","stadler_svenja","SPD","SPD"
"4826","eskensaskia","jimmyschulz","SPD","FDP"
"4827","eskensaskia","th_sattelberger","SPD","FDP"
"4828","eskensaskia","michaelgrossmdb","SPD","SPD"
"4829","eskensaskia","s_schwartze","SPD","SPD"
"4830","eskensaskia","swenschulz","SPD","SPD"
"4831","eskensaskia","marcobuelow","SPD","Parteilos"
"4832","eskensaskia","baerbelbas","SPD","SPD"
"4833","eskensaskia","kahrs","SPD","SPD"
"4834","eskensaskia","soerenbartol","SPD","SPD"
"4835","eskensaskia","sebast_hartmann","SPD","SPD"
"4836","eskensaskia","larsklingbeil","SPD","SPD"
"4837","eskensaskia","hubertus_heil","SPD","SPD"
"4838","eskensaskia","sigmargabriel","SPD","SPD"
"4839","eskensaskia","larscastellucci","SPD","SPD"
"4840","fritzfelgentreu","petertauber","SPD","CDU"
"4841","fritzfelgentreu","agnieszka_mdb","SPD","DIE GRÜNEN"
"4842","fritzfelgentreu","hubertus_heil","SPD","SPD"
"4843","fritzfelgentreu","michaelgrossmdb","SPD","SPD"
"4844","fritzfelgentreu","katarinabarley","SPD","SPD"
"4845","fritzfelgentreu","s_schwartze","SPD","SPD"
"4846","fritzfelgentreu","cem_oezdemir","SPD","DIE GRÜNEN"
"4847","fritzfelgentreu","peteraltmaier","SPD","CDU"
"4848","fritzfelgentreu","larsklingbeil","SPD","SPD"
"4849","fritzfelgentreu","kahrs","SPD","SPD"
"4850","fritzfelgentreu","sigmargabriel","SPD","SPD"
"4851","fritzfelgentreu","schneidercar","SPD","SPD"
"4852","fritzfelgentreu","swenschulz","SPD","SPD"
"4853","katjadoerner","dieschmidt","DIE GRÜNEN","SPD"
"4854","katjadoerner","peteraltmaier","DIE GRÜNEN","CDU"
"4855","katjadoerner","agnieszka_mdb","DIE GRÜNEN","DIE GRÜNEN"
"4856","katjadoerner","tobiaslindner","DIE GRÜNEN","DIE GRÜNEN"
"4857","katjadoerner","kahrs","DIE GRÜNEN","SPD"
"4858","katjadoerner","c_lindner","DIE GRÜNEN","FDP"
"4859","katjadoerner","ebner_sha","DIE GRÜNEN","DIE GRÜNEN"
"4860","katjadoerner","larsklingbeil","DIE GRÜNEN","SPD"
"4861","katjadoerner","ekindeligoez","DIE GRÜNEN","DIE GRÜNEN"
"4862","katjadoerner","monikalazar","DIE GRÜNEN","DIE GRÜNEN"
"4863","katjadoerner","tj_tweets","DIE GRÜNEN","CDU"
"4864","katjadoerner","katjakipping","DIE GRÜNEN","DIE LINKE"
"4865","katjadoerner","markuskurthmdb","DIE GRÜNEN","DIE GRÜNEN"
"4866","katjadoerner","petertauber","DIE GRÜNEN","CDU"
"4867","katjadoerner","fbrantner","DIE GRÜNEN","DIE GRÜNEN"
"4868","katjadoerner","hubertus_heil","DIE GRÜNEN","SPD"
"4869","katjadoerner","sven_kindler","DIE GRÜNEN","DIE GRÜNEN"
"4870","katjadoerner","katdro","DIE GRÜNEN","DIE GRÜNEN"
"4871","katjadoerner","svenlehmann","DIE GRÜNEN","DIE GRÜNEN"
"4872","katdro","pascalmeiser","DIE GRÜNEN","DIE LINKE"
"4873","katdro","annachristmann","DIE GRÜNEN","DIE GRÜNEN"
"4874","katdro","badulrichmartha","DIE GRÜNEN","DIE GRÜNEN"
"4875","katdro","anked","DIE GRÜNEN","DIE LINKE"
"4876","katdro","filizgreen","DIE GRÜNEN","DIE GRÜNEN"
"4877","katdro","ernst_klaus","DIE GRÜNEN","DIE LINKE"
"4878","katdro","berlinliebich","DIE GRÜNEN","DIE LINKE"
"4879","katdro","katjakipping","DIE GRÜNEN","DIE LINKE"
"4880","katdro","hubertus_heil","DIE GRÜNEN","SPD"
"4881","katdro","sigmargabriel","DIE GRÜNEN","SPD"
"4882","katdro","peteraltmaier","DIE GRÜNEN","CDU"
"4883","katdro","c_lindner","DIE GRÜNEN","FDP"
"4884","katdro","cem_oezdemir","DIE GRÜNEN","DIE GRÜNEN"
"4885","katdro","crueffer","DIE GRÜNEN","DIE GRÜNEN"
"4886","katdro","julia_verlinden","DIE GRÜNEN","DIE GRÜNEN"
"4887","katdro","stephankuehn","DIE GRÜNEN","DIE GRÜNEN"
"4888","katdro","monikalazar","DIE GRÜNEN","DIE GRÜNEN"
"4889","katdro","ebner_sha","DIE GRÜNEN","DIE GRÜNEN"
"4890","katdro","tobiaslindner","DIE GRÜNEN","DIE GRÜNEN"
"4891","katdro","nouripour","DIE GRÜNEN","DIE GRÜNEN"
"4892","katdro","ekindeligoez","DIE GRÜNEN","DIE GRÜNEN"
"4893","katdro","lisapaus","DIE GRÜNEN","DIE GRÜNEN"
"4894","katdro","markuskurthmdb","DIE GRÜNEN","DIE GRÜNEN"
"4895","katdro","agnieszka_mdb","DIE GRÜNEN","DIE GRÜNEN"
"4896","katdro","fbrantner","DIE GRÜNEN","DIE GRÜNEN"
"4897","katdro","svenlehmann","DIE GRÜNEN","DIE GRÜNEN"
"4898","katdro","katjadoerner","DIE GRÜNEN","DIE GRÜNEN"
"4899","katdro","ulle_schauws","DIE GRÜNEN","DIE GRÜNEN"
"4900","katdro","sven_kindler","DIE GRÜNEN","DIE GRÜNEN"
"4901","hansjoerg_durz","katrin_staffler","CSU","CSU"
"4902","hansjoerg_durz","mvabercron","CSU","CDU"
"4903","hansjoerg_durz","peteraltmaier","CSU","CDU"
"4904","hansjoerg_durz","petertauber","CSU","CDU"
"4905","hansjoerg_durz","hahnflo","CSU","CSU"
"4906","hansjoerg_durz","tj_tweets","CSU","CDU"
"4907","hansjoerg_durz","smuellermdb","CSU","CSU"
"4908","ebner_sha","annachristmann","DIE GRÜNEN","DIE GRÜNEN"
"4909","ebner_sha","filizgreen","DIE GRÜNEN","DIE GRÜNEN"
"4910","ebner_sha","badulrichmartha","DIE GRÜNEN","DIE GRÜNEN"
"4911","ebner_sha","cem_oezdemir","DIE GRÜNEN","DIE GRÜNEN"
"4912","ebner_sha","crueffer","DIE GRÜNEN","DIE GRÜNEN"
"4913","ebner_sha","katdro","DIE GRÜNEN","DIE GRÜNEN"
"4914","ebner_sha","julia_verlinden","DIE GRÜNEN","DIE GRÜNEN"
"4915","ebner_sha","lisapaus","DIE GRÜNEN","DIE GRÜNEN"
"4916","ebner_sha","hubertus_heil","DIE GRÜNEN","SPD"
"4917","ebner_sha","markuskurthmdb","DIE GRÜNEN","DIE GRÜNEN"
"4918","ebner_sha","svenlehmann","DIE GRÜNEN","DIE GRÜNEN"
"4919","ebner_sha","peteraltmaier","DIE GRÜNEN","CDU"
"4920","ebner_sha","groehe","DIE GRÜNEN","CDU"
"4921","ebner_sha","stephankuehn","DIE GRÜNEN","DIE GRÜNEN"
"4922","ebner_sha","tobiaslindner","DIE GRÜNEN","DIE GRÜNEN"
"4923","ebner_sha","katjadoerner","DIE GRÜNEN","DIE GRÜNEN"
"4924","ebner_sha","nouripour","DIE GRÜNEN","DIE GRÜNEN"
"4925","ebner_sha","ekindeligoez","DIE GRÜNEN","DIE GRÜNEN"
"4926","ebner_sha","monikalazar","DIE GRÜNEN","DIE GRÜNEN"
"4927","ebner_sha","fbrantner","DIE GRÜNEN","DIE GRÜNEN"
"4928","ebner_sha","sven_kindler","DIE GRÜNEN","DIE GRÜNEN"
"4929","ebner_sha","agnieszka_mdb","DIE GRÜNEN","DIE GRÜNEN"
"4930","ebner_sha","ulle_schauws","DIE GRÜNEN","DIE GRÜNEN"
"4931","ekindeligoez","victorperli","DIE GRÜNEN","DIE LINKE"
"4932","ekindeligoez","wanderwitz","DIE GRÜNEN","CDU"
"4933","ekindeligoez","filizgreen","DIE GRÜNEN","DIE GRÜNEN"
"4934","ekindeligoez","annachristmann","DIE GRÜNEN","DIE GRÜNEN"
"4935","ekindeligoez","katjakipping","DIE GRÜNEN","DIE LINKE"
"4936","ekindeligoez","c_lindner","DIE GRÜNEN","FDP"
"4937","ekindeligoez","groehe","DIE GRÜNEN","CDU"
"4938","ekindeligoez","rbrinkhaus","DIE GRÜNEN","CDU"
"4939","ekindeligoez","schneidercar","DIE GRÜNEN","SPD"
"4940","ekindeligoez","oezoguz","DIE GRÜNEN","SPD"
"4941","ekindeligoez","swenschulz","DIE GRÜNEN","SPD"
"4942","ekindeligoez","th_sattelberger","DIE GRÜNEN","FDP"
"4943","ekindeligoez","kahrs","DIE GRÜNEN","SPD"
"4944","ekindeligoez","cem_oezdemir","DIE GRÜNEN","DIE GRÜNEN"
"4945","ekindeligoez","julia_verlinden","DIE GRÜNEN","DIE GRÜNEN"
"4946","ekindeligoez","katdro","DIE GRÜNEN","DIE GRÜNEN"
"4947","ekindeligoez","crueffer","DIE GRÜNEN","DIE GRÜNEN"
"4948","ekindeligoez","badulrichmartha","DIE GRÜNEN","DIE GRÜNEN"
"4949","ekindeligoez","sigmargabriel","DIE GRÜNEN","SPD"
"4950","ekindeligoez","berlinliebich","DIE GRÜNEN","DIE LINKE"
"4951","ekindeligoez","ulle_schauws","DIE GRÜNEN","DIE GRÜNEN"
"4952","ekindeligoez","lisapaus","DIE GRÜNEN","DIE GRÜNEN"
"4953","ekindeligoez","markuskurthmdb","DIE GRÜNEN","DIE GRÜNEN"
"4954","ekindeligoez","edrossmann","DIE GRÜNEN","SPD"
"4955","ekindeligoez","stephankuehn","DIE GRÜNEN","DIE GRÜNEN"
"4956","ekindeligoez","tobiaslindner","DIE GRÜNEN","DIE GRÜNEN"
"4957","ekindeligoez","peteraltmaier","DIE GRÜNEN","CDU"
"4958","ekindeligoez","anked","DIE GRÜNEN","DIE LINKE"
"4959","ekindeligoez","ebner_sha","DIE GRÜNEN","DIE GRÜNEN"
"4960","ekindeligoez","agnieszka_mdb","DIE GRÜNEN","DIE GRÜNEN"
"4961","ekindeligoez","petertauber","DIE GRÜNEN","CDU"
"4962","ekindeligoez","hubertus_heil","DIE GRÜNEN","SPD"
"4963","ekindeligoez","nouripour","DIE GRÜNEN","DIE GRÜNEN"
"4964","ekindeligoez","fbrantner","DIE GRÜNEN","DIE GRÜNEN"
"4965","ekindeligoez","svenlehmann","DIE GRÜNEN","DIE GRÜNEN"
"4966","ekindeligoez","katjadoerner","DIE GRÜNEN","DIE GRÜNEN"
"4967","ekindeligoez","monikalazar","DIE GRÜNEN","DIE GRÜNEN"
"4968","ekindeligoez","sven_kindler","DIE GRÜNEN","DIE GRÜNEN"
"4969","karambadiaby","matschie","SPD","SPD"
"4970","karambadiaby","joloulou","SPD","SPD"
"4971","karambadiaby","stonie_kiel","SPD","SPD"
"4972","karambadiaby","rischwasu","SPD","SPD"
"4973","karambadiaby","soerenbartol","SPD","SPD"
"4974","karambadiaby","helgelindh","SPD","SPD"
"4975","karambadiaby","fritzfelgentreu","SPD","SPD"
"4976","karambadiaby","stamm_fibich","SPD","SPD"
"4977","karambadiaby","josip_juratovic","SPD","SPD"
"4978","karambadiaby","mischrodi","SPD","SPD"
"4979","karambadiaby","matthiasbartke","SPD","SPD"
"4980","karambadiaby","stadler_svenja","SPD","SPD"
"4981","karambadiaby","katarinabarley","SPD","SPD"
"4982","karambadiaby","c_lindner","SPD","FDP"
"4983","karambadiaby","katjakipping","SPD","DIE LINKE"
"4984","karambadiaby","b_riexinger","SPD","DIE LINKE"
"4985","karambadiaby","michaelgrossmdb","SPD","SPD"
"4986","karambadiaby","julia_verlinden","SPD","DIE GRÜNEN"
"4987","karambadiaby","stephankuehn","SPD","DIE GRÜNEN"
"4988","karambadiaby","tobiaslindner","SPD","DIE GRÜNEN"
"4989","karambadiaby","cem_oezdemir","SPD","DIE GRÜNEN"
"4990","karambadiaby","petertauber","SPD","CDU"
"4991","karambadiaby","anked","SPD","DIE LINKE"
"4992","karambadiaby","berlinliebich","SPD","DIE LINKE"
"4993","karambadiaby","edrossmann","SPD","SPD"
"4994","karambadiaby","dieschmidt","SPD","SPD"
"4995","karambadiaby","fbrantner","SPD","DIE GRÜNEN"
"4996","karambadiaby","michael_thews","SPD","SPD"
"4997","karambadiaby","arnoklare","SPD","SPD"
"4998","karambadiaby","sebast_hartmann","SPD","SPD"
"4999","karambadiaby","s_schwartze","SPD","SPD"
"5000","karambadiaby","baerbelbas","SPD","SPD"
"5001","karambadiaby","oezoguz","SPD","SPD"
"5002","karambadiaby","nouripour","SPD","DIE GRÜNEN"
"5003","karambadiaby","larscastellucci","SPD","SPD"
"5004","karambadiaby","swenschulz","SPD","SPD"
"5005","karambadiaby","danielakolbe","SPD","SPD"
"5006","karambadiaby","marcobuelow","SPD","Parteilos"
"5007","karambadiaby","schneidercar","SPD","SPD"
"5008","karambadiaby","peteraltmaier","SPD","CDU"
"5009","karambadiaby","larsklingbeil","SPD","SPD"
"5010","karambadiaby","kahrs","SPD","SPD"
"5011","karambadiaby","hubertus_heil","SPD","SPD"
"5012","karambadiaby","sigmargabriel","SPD","SPD"
"5013","dittmarsabine","larscastellucci","SPD","SPD"
"5014","dittmarsabine","baerbelbas","SPD","SPD"
"5015","dittmarsabine","schneidercar","SPD","SPD"
"5016","dittmarsabine","kahrs","SPD","SPD"
"5017","dittmarsabine","stamm_fibich","SPD","SPD"
"5018","dittmarsabine","groehe","SPD","CDU"
"5019","dittmarsabine","katarinabarley","SPD","SPD"
"5020","dittmarsabine","edrossmann","SPD","SPD"
"5021","dittmarsabine","sigmargabriel","SPD","SPD"
"5022","dittmarsabine","hubertus_heil","SPD","SPD"
"5023","deridder_mdb","baerbelbas","SPD","SPD"
"5024","deridder_mdb","danielakolbe","SPD","SPD"
"5025","deridder_mdb","arnoklare","SPD","SPD"
"5026","deridder_mdb","dieschmidt","SPD","SPD"
"5027","deridder_mdb","dittmarsabine","SPD","SPD"
"5028","deridder_mdb","mischrodi","SPD","SPD"
"5029","deridder_mdb","stamm_fibich","SPD","SPD"
"5030","deridder_mdb","edrossmann","SPD","SPD"
"5031","deridder_mdb","larscastellucci","SPD","SPD"
"5032","deridder_mdb","rischwasu","SPD","SPD"
"5033","deridder_mdb","josip_juratovic","SPD","SPD"
"5034","deridder_mdb","swenschulz","SPD","SPD"
"5035","deridder_mdb","stadler_svenja","SPD","SPD"
"5036","deridder_mdb","fritzfelgentreu","SPD","SPD"
"5037","deridder_mdb","soerenbartol","SPD","SPD"
"5038","deridder_mdb","kahrs","SPD","SPD"
"5039","deridder_mdb","larsklingbeil","SPD","SPD"
"5040","deridder_mdb","sigmargabriel","SPD","SPD"
"5041","deridder_mdb","hubertus_heil","SPD","SPD"
"5042","deridder_mdb","katarinabarley","SPD","SPD"
"5043","deridder_mdb","oezoguz","SPD","SPD"
"5044","larscastellucci","fjunge","SPD","SPD"
"5045","larscastellucci","c_lindner","SPD","FDP"
"5046","larscastellucci","matschie","SPD","SPD"
"5047","larscastellucci","helgelindh","SPD","SPD"
"5048","larscastellucci","josip_juratovic","SPD","SPD"
"5049","larscastellucci","dittmarsabine","SPD","SPD"
"5050","larscastellucci","joloulou","SPD","SPD"
"5051","larscastellucci","tobiaslindner","SPD","DIE GRÜNEN"
"5052","larscastellucci","stonie_kiel","SPD","SPD"
"5053","larscastellucci","matthiasbartke","SPD","SPD"
"5054","larscastellucci","arnoklare","SPD","SPD"
"5055","larscastellucci","mischrodi","SPD","SPD"
"5056","larscastellucci","berlinliebich","SPD","DIE LINKE"
"5057","larscastellucci","agnieszka_mdb","SPD","DIE GRÜNEN"
"5058","larscastellucci","monikalazar","SPD","DIE GRÜNEN"
"5059","larscastellucci","sven_kindler","SPD","DIE GRÜNEN"
"5060","larscastellucci","voglerk","SPD","DIE LINKE"
"5061","larscastellucci","katarinabarley","SPD","SPD"
"5062","larscastellucci","stadler_svenja","SPD","SPD"
"5063","larscastellucci","stamm_fibich","SPD","SPD"
"5064","larscastellucci","swenschulz","SPD","SPD"
"5065","larscastellucci","michaelgrossmdb","SPD","SPD"
"5066","larscastellucci","th_sattelberger","SPD","FDP"
"5067","larscastellucci","peteraltmaier","SPD","CDU"
"5068","larscastellucci","lisapaus","SPD","DIE GRÜNEN"
"5069","larscastellucci","baerbelbas","SPD","SPD"
"5070","larscastellucci","kahrs","SPD","SPD"
"5071","larscastellucci","soerenbartol","SPD","SPD"
"5072","larscastellucci","fbrantner","SPD","DIE GRÜNEN"
"5073","larscastellucci","dieschmidt","SPD","SPD"
"5074","larscastellucci","michael_thews","SPD","SPD"
"5075","larscastellucci","edrossmann","SPD","SPD"
"5076","larscastellucci","sebast_hartmann","SPD","SPD"
"5077","larscastellucci","marcobuelow","SPD","Parteilos"
"5078","larscastellucci","s_schwartze","SPD","SPD"
"5079","larscastellucci","danielakolbe","SPD","SPD"
"5080","larscastellucci","schneidercar","SPD","SPD"
"5081","larscastellucci","sigmargabriel","SPD","SPD"
"5082","larscastellucci","rischwasu","SPD","SPD"
"5083","larscastellucci","hubertus_heil","SPD","SPD"
"5084","larscastellucci","larsklingbeil","SPD","SPD"
"5085","sevimdagdelen","sigmargabriel","DIE LINKE","SPD"
"5086","sevimdagdelen","marcobuelow","DIE LINKE","Parteilos"
"5087","sevimdagdelen","c_lindner","DIE LINKE","FDP"
"5088","sevimdagdelen","cem_oezdemir","DIE LINKE","DIE GRÜNEN"
"5089","sevimdagdelen","berlinliebich","DIE LINKE","DIE LINKE"
"5090","marcobuelow","sven_kindler","Parteilos","DIE GRÜNEN"
"5091","marcobuelow","jankortemdb","Parteilos","DIE LINKE"
"5092","marcobuelow","michaelgrossmdb","Parteilos","SPD"
"5093","marcobuelow","lisapaus","Parteilos","DIE GRÜNEN"
"5094","marcobuelow","swenschulz","Parteilos","SPD"
"5095","marcobuelow","anked","Parteilos","DIE LINKE"
"5096","marcobuelow","markuskurthmdb","Parteilos","DIE GRÜNEN"
"5097","marcobuelow","katjakipping","Parteilos","DIE LINKE"
"5098","burkertmartin","stadler_svenja","SPD","SPD"
"5099","burkertmartin","matthiasbartke","SPD","SPD"
"5100","burkertmartin","stonie_kiel","SPD","SPD"
"5101","burkertmartin","matschie","SPD","SPD"
"5102","burkertmartin","helgelindh","SPD","SPD"
"5103","burkertmartin","josip_juratovic","SPD","SPD"
"5104","burkertmartin","mischrodi","SPD","SPD"
"5105","burkertmartin","dittmarsabine","SPD","SPD"
"5106","burkertmartin","katarinabarley","SPD","SPD"
"5107","burkertmartin","michaelgrossmdb","SPD","SPD"
"5108","burkertmartin","s_schwartze","SPD","SPD"
"5109","burkertmartin","fritzfelgentreu","SPD","SPD"
"5110","burkertmartin","dieschmidt","SPD","SPD"
"5111","burkertmartin","larscastellucci","SPD","SPD"
"5112","burkertmartin","marcobuelow","SPD","Parteilos"
"5113","burkertmartin","michael_thews","SPD","SPD"
"5114","burkertmartin","edrossmann","SPD","SPD"
"5115","burkertmartin","arnoklare","SPD","SPD"
"5116","burkertmartin","sebast_hartmann","SPD","SPD"
"5117","burkertmartin","baerbelbas","SPD","SPD"
"5118","burkertmartin","stamm_fibich","SPD","SPD"
"5119","burkertmartin","peteraltmaier","SPD","CDU"
"5120","burkertmartin","groehe","SPD","CDU"
"5121","burkertmartin","tj_tweets","SPD","CDU"
"5122","burkertmartin","petertauber","SPD","CDU"
"5123","burkertmartin","danielakolbe","SPD","SPD"
"5124","burkertmartin","rischwasu","SPD","SPD"
"5125","burkertmartin","c_lindner","SPD","FDP"
"5126","burkertmartin","oezoguz","SPD","SPD"
"5127","burkertmartin","swenschulz","SPD","SPD"
"5128","burkertmartin","schneidercar","SPD","SPD"
"5129","burkertmartin","hubertus_heil","SPD","SPD"
"5130","burkertmartin","kahrs","SPD","SPD"
"5131","burkertmartin","soerenbartol","SPD","SPD"
"5132","burkertmartin","sigmargabriel","SPD","SPD"
"5133","burkertmartin","larsklingbeil","SPD","SPD"
"5134","fbrantner","johannesvogel","DIE GRÜNEN","FDP"
"5135","fbrantner","nicolabeerfdp","DIE GRÜNEN","FDP"
"5136","fbrantner","stephankuehn","DIE GRÜNEN","DIE GRÜNEN"
"5137","fbrantner","julia_verlinden","DIE GRÜNEN","DIE GRÜNEN"
"5138","fbrantner","crueffer","DIE GRÜNEN","DIE GRÜNEN"
"5139","fbrantner","markuskurthmdb","DIE GRÜNEN","DIE GRÜNEN"
"5140","fbrantner","ebner_sha","DIE GRÜNEN","DIE GRÜNEN"
"5141","fbrantner","annachristmann","DIE GRÜNEN","DIE GRÜNEN"
"5142","fbrantner","agnieszka_mdb","DIE GRÜNEN","DIE GRÜNEN"
"5143","fbrantner","sigmargabriel","DIE GRÜNEN","SPD"
"5144","fbrantner","juergenhardt","DIE GRÜNEN","CDU"
"5145","fbrantner","cem_oezdemir","DIE GRÜNEN","DIE GRÜNEN"
"5146","fbrantner","peteraltmaier","DIE GRÜNEN","CDU"
"5147","fbrantner","filizgreen","DIE GRÜNEN","DIE GRÜNEN"
"5148","fbrantner","tobiaslindner","DIE GRÜNEN","DIE GRÜNEN"
"5149","fbrantner","nouripour","DIE GRÜNEN","DIE GRÜNEN"
"5150","fbrantner","sven_kindler","DIE GRÜNEN","DIE GRÜNEN"
"5151","fbrantner","katdro","DIE GRÜNEN","DIE GRÜNEN"
"5152","fbrantner","hubertus_heil","DIE GRÜNEN","SPD"
"5153","fbrantner","svenlehmann","DIE GRÜNEN","DIE GRÜNEN"
"5154","fbrantner","katjadoerner","DIE GRÜNEN","DIE GRÜNEN"
"5155","fbrantner","ulle_schauws","DIE GRÜNEN","DIE GRÜNEN"
"5156","hbraun","rbrinkhaus","CDU","CDU"
"5157","hbraun","tj_tweets","CDU","CDU"
"5158","hbraun","larsklingbeil","CDU","SPD"
"5159","hbraun","c_lindner","CDU","FDP"
"5160","hbraun","juergenhardt","CDU","CDU"
"5161","hbraun","groehe","CDU","CDU"
"5162","hbraun","kaiwegner","CDU","CDU"
"5163","hbraun","wanderwitz","CDU","CDU"
"5164","hbraun","matthiaszimmer","CDU","CDU"
"5165","hbraun","smuellermdb","CDU","CSU"
"5166","hbraun","swenschulz","CDU","SPD"
"5167","hbraun","peteraltmaier","CDU","CDU"
"5168","hbraun","sven_kindler","CDU","DIE GRÜNEN"
"5169","hbraun","petertauber","CDU","CDU"
"5170","hbraun","solms","CDU","FDP"
"5171","heikebrehmermdb","katarinabarley","CDU","SPD"
"5172","heikebrehmermdb","tj_tweets","CDU","CDU"
"5173","heikebrehmermdb","hubertus_heil","CDU","SPD"
"5174","heikebrehmermdb","dr_tiemann","CDU","CDU"
"5175","heikebrehmermdb","mvabercron","CDU","CDU"
"5176","heikebrehmermdb","katrin_staffler","CDU","CSU"
"5177","heikebrehmermdb","franksitta","CDU","FDP"
"5178","heikebrehmermdb","c_bernstiel","CDU","CDU"
"5179","heikebrehmermdb","meister_schafft","CDU","CDU"
"5180","heikebrehmermdb","gero_storjohann","CDU","CDU"
"5181","heikebrehmermdb","anjaweisgerber","CDU","CSU"
"5182","heikebrehmermdb","wanderwitz","CDU","CDU"
"5183","heikebrehmermdb","hahnflo","CDU","CSU"
"5184","heikebrehmermdb","kaiwegner","CDU","CDU"
"5185","heikebrehmermdb","matthiaszimmer","CDU","CDU"
"5186","heikebrehmermdb","smuellermdb","CDU","CSU"
"5187","heikebrehmermdb","rbrinkhaus","CDU","CDU"
"5188","heikebrehmermdb","juergenhardt","CDU","CDU"
"5189","heikebrehmermdb","thomasgebhart","CDU","CDU"
"5190","heikebrehmermdb","peteraltmaier","CDU","CDU"
"5191","heikebrehmermdb","groehe","CDU","CDU"
"5192","heikebrehmermdb","petertauber","CDU","CDU"
"5193","rbrinkhaus","c_bernstiel","CDU","CDU"
"5194","rbrinkhaus","josefoster","CDU","CDU"
"5195","rbrinkhaus","mvabercron","CDU","CDU"
"5196","rbrinkhaus","dr_tiemann","CDU","CDU"
"5197","rbrinkhaus","katrin_staffler","CDU","CSU"
"5198","rbrinkhaus","voglerk","CDU","DIE LINKE"
"5199","rbrinkhaus","kaiwegner","CDU","CDU"
"5200","rbrinkhaus","johannesvogel","CDU","FDP"
"5201","rbrinkhaus","berlinliebich","CDU","DIE LINKE"
"5202","rbrinkhaus","meister_schafft","CDU","CDU"
"5203","rbrinkhaus","wanderwitz","CDU","CDU"
"5204","rbrinkhaus","peteraltmaier","CDU","CDU"
"5205","rbrinkhaus","thomasgebhart","CDU","CDU"
"5206","rbrinkhaus","smuellermdb","CDU","CSU"
"5207","rbrinkhaus","groehe","CDU","CDU"
"5208","rbrinkhaus","f_schaeffler","CDU","FDP"
"5209","rbrinkhaus","juergenhardt","CDU","CDU"
"5210","rbrinkhaus","petertauber","CDU","CDU"
"5211","rbrinkhaus","tj_tweets","CDU","CDU"
"5212","lothar_binding","meister_schafft","SPD","CDU"
"5213","lothar_binding","matschie","SPD","SPD"
"5214","lothar_binding","joloulou","SPD","SPD"
"5215","lothar_binding","stonie_kiel","SPD","SPD"
"5216","lothar_binding","helgelindh","SPD","SPD"
"5217","lothar_binding","dittmarsabine","SPD","SPD"
"5218","lothar_binding","fritzfelgentreu","SPD","SPD"
"5219","lothar_binding","stamm_fibich","SPD","SPD"
"5220","lothar_binding","mischrodi","SPD","SPD"
"5221","lothar_binding","josip_juratovic","SPD","SPD"
"5222","lothar_binding","fjunge","SPD","SPD"
"5223","lothar_binding","berlinliebich","SPD","DIE LINKE"
"5224","lothar_binding","matthiasbartke","SPD","SPD"
"5225","lothar_binding","stadler_svenja","SPD","SPD"
"5226","lothar_binding","tobiaslindner","SPD","DIE GRÜNEN"
"5227","lothar_binding","katarinabarley","SPD","SPD"
"5228","lothar_binding","marcobuelow","SPD","Parteilos"
"5229","lothar_binding","rischwasu","SPD","SPD"
"5230","lothar_binding","swenschulz","SPD","SPD"
"5231","lothar_binding","oezoguz","SPD","SPD"
"5232","lothar_binding","sigmargabriel","SPD","SPD"
"5233","lothar_binding","arnoklare","SPD","SPD"
"5234","lothar_binding","sebast_hartmann","SPD","SPD"
"5235","lothar_binding","s_schwartze","SPD","SPD"
"5236","lothar_binding","michaelgrossmdb","SPD","SPD"
"5237","lothar_binding","fbrantner","SPD","DIE GRÜNEN"
"5238","lothar_binding","michael_thews","SPD","SPD"
